Region,Country,Product Category,Product Name,Sales Amount,Year,Discount,Profit Margin,Order Priority,Customer Age,Payment Method,Delivery Status
Europe,Italy,Furniture,Sofa,15392.0,2025,5.47,34.23,Low,35,PayPal,Delivered
Europe,Italy,Furniture,Sofa,17313.69,2025,23.35,27.52,High,67,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,16535.31,2025,15.71,28.29,Medium,18,Bank Transfer,Shipped
Europe,Italy,Furniture,Chair,1000.58,2025,9.52,31.7,High,61,Bank Transfer,Delivered
Europe,Italy,Furniture,Chair,1196.01,2025,17.19,24.89,Medium,58,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,17040.06,2025,13.44,34.25,Medium,21,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,13414.02,2025,22.96,30.32,Medium,38,PayPal,Delivered
Europe,Italy,Furniture,Chair,1239.99,2025,21.03,48.09,Low,70,Bank Transfer,Delivered
Europe,Italy,Furniture,Chair,1156.24,2025,25.88,48.81,Medium,27,Cash,Pending
Europe,Italy,Furniture,Bed,16884.82,2025,27.53,31.72,High,43,Bank Transfer,Shipped
Europe,Italy,Furniture,Sofa,18393.94,2025,9.15,30.92,Medium,36,PayPal,Shipped
Europe,Italy,Furniture,Sofa,13590.47,2025,7.82,25.93,High,43,Bank Transfer,Pending
Europe,Italy,Furniture,Sofa,15764.04,2025,8.56,22.5,Medium,25,PayPal,Shipped
Europe,Italy,Furniture,Sofa,21857.96,2025,18.65,13.16,Low,41,Bank Transfer,Shipped
Europe,Italy,Furniture,Bed,15298.45,2025,20.89,23.39,High,34,Cash,Pending
Europe,Italy,Furniture,Sofa,18121.32,2025,28.11,11.27,High,69,Cash,Delivered
Europe,Italy,Furniture,Sofa,16186.81,2025,14.26,42.51,Medium,38,Cash,Shipped
Europe,Italy,Furniture,Sofa,13977.68,2025,23.18,12.25,Low,70,Bank Transfer,Pending
Europe,Italy,Furniture,Chair,844.88,2025,16.25,49.64,Medium,42,Bank Transfer,Delivered
Europe,Italy,Furniture,Bed,17145.48,2025,27.48,17.27,Medium,27,Cash,Delivered
Europe,Italy,Furniture,Sofa,14101.74,2025,16.01,27.92,Low,29,Cash,Delivered
Europe,Italy,Furniture,Sofa,14575.05,2025,10.41,22.83,High,39,Bank Transfer,Pending
Europe,Italy,Furniture,Sofa,20344.22,2025,24.63,48.82,High,70,Credit Card,Pending
Europe,Italy,Furniture,Chair,842.51,2025,20.08,31.36,Low,48,PayPal,Shipped
Europe,Italy,Furniture,Bed,15487.61,2025,24.6,15.5,Low,34,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,19801.79,2025,11.04,40.86,Low,61,Bank Transfer,Delivered
Europe,Italy,Furniture,Bed,18253.3,2025,5.5,30.89,High,60,Bank Transfer,Shipped
Asia,Japan,Clothing,Jeans,1325.63,2020,8.21,37.11,Low,54,Bank Transfer,Delivered
Asia,Japan,Clothing,Jacket,4381.8,2020,24.17,31.76,Low,25,Cash,Delivered
Asia,Japan,Clothing,Jeans,1548.02,2020,27.64,37.86,Medium,41,Credit Card,Pending
Asia,Japan,Clothing,Jeans,1056.76,2020,9.09,33.9,High,37,Credit Card,Shipped
Asia,Japan,Clothing,Jacket,4696.32,2020,21.4,35.59,Low,56,PayPal,Delivered
Asia,Japan,Clothing,Shirt,11602.12,2020,13.74,43.36,High,34,Cash,Delivered
Asia,Japan,Clothing,Jeans,1631.11,2020,7.16,12.1,Medium,48,Bank Transfer,Shipped
Asia,Japan,Clothing,Jacket,12432.85,2020,29.01,49.51,Low,26,Cash,Pending
Asia,Japan,Clothing,Jeans,1110.92,2020,9.46,10.19,Low,61,PayPal,Shipped
Asia,Japan,Clothing,Dress,1789.29,2020,18.65,44.08,Medium,47,Credit Card,Delivered
Asia,Japan,Clothing,Jacket,13038.57,2020,24.83,17.63,High,41,PayPal,Delivered
Asia,Japan,Clothing,Dress,1457.22,2020,8.34,48.49,Medium,44,Bank Transfer,Pending
Asia,Japan,Clothing,Jacket,4549.73,2020,27.38,13.82,High,20,PayPal,Delivered
Asia,Japan,Clothing,Jeans,1390.18,2020,13.3,17.54,Medium,30,Bank Transfer,Pending
Asia,Japan,Clothing,Jacket,13648.63,2020,8.73,46.31,High,56,PayPal,Pending
Asia,Japan,Clothing,Shirt,12184.22,2020,16.93,31.6,High,70,Bank Transfer,Pending
Asia,Japan,Clothing,Jacket,3585.62,2020,16.49,10.62,High,68,Credit Card,Pending
Asia,Japan,Clothing,Dress,1207.48,2020,20.22,28.5,Low,20,Credit Card,Shipped
Asia,Japan,Clothing,Jeans,1320.08,2020,20.5,27.55,High,41,Credit Card,Shipped
Asia,Japan,Clothing,Jeans,1555.68,2020,9.24,46.77,High,27,Bank Transfer,Shipped
Asia,Japan,Clothing,Jacket,14502.15,2020,25.76,40.1,High,37,Credit Card,Delivered
Asia,Japan,Clothing,Jacket,14000.15,2020,23.66,19.53,High,61,PayPal,Shipped
Asia,Japan,Clothing,Jacket,4701.05,2020,24.83,41.56,Low,51,Cash,Shipped
Asia,Japan,Clothing,Dress,1455.23,2020,29.98,25.59,Low,36,Bank Transfer,Shipped
Asia,Japan,Clothing,Jacket,16061.46,2020,15.32,18.89,High,65,PayPal,Shipped
Asia,Japan,Clothing,Jeans,1040.51,2020,27.24,27.6,Low,64,PayPal,Pending
Asia,Japan,Clothing,Jeans,1492.27,2020,12.74,26.75,Medium,51,Cash,Delivered
Asia,Japan,Clothing,Shirt,12088.6,2020,22.94,21.54,High,55,Credit Card,Pending
Asia,Japan,Clothing,Jeans,1384.74,2020,27.02,34.76,Low,67,Credit Card,Delivered
Asia,Japan,Clothing,Jacket,14612.94,2020,15.45,36.86,Low,48,Cash,Delivered
Asia,Japan,Clothing,Jacket,10975.59,2021,5.5,48.83,Low,38,PayPal,Pending
Asia,Japan,Clothing,Jacket,11167.31,2021,24.65,15.94,High,68,Credit Card,Delivered
Asia,Japan,Clothing,Dress,1772.48,2021,14.25,47.12,Low,63,Bank Transfer,Pending
Asia,Japan,Clothing,Jeans,1056.92,2021,20.85,32.49,Medium,30,Bank Transfer,Delivered
Asia,Japan,Clothing,Jacket,12914.03,2021,9.07,49.08,Medium,68,Cash,Shipped
Asia,Japan,Clothing,Jacket,15134.46,2021,13.76,13.64,High,48,Credit Card,Pending
Asia,Japan,Clothing,Jeans,1191.87,2021,13.21,34.17,Medium,67,Credit Card,Delivered
Asia,Japan,Clothing,Shirt,11108.81,2021,15.74,46.99,High,48,Bank Transfer,Pending
Asia,Japan,Clothing,Jacket,16119.46,2021,6.51,31.99,High,34,Cash,Pending
Asia,Japan,Clothing,Jacket,13458.54,2021,21.26,44.77,Low,58,Credit Card,Pending
Asia,Japan,Clothing,Jeans,1049.42,2021,11.88,12.3,High,35,Bank Transfer,Pending
Asia,Japan,Clothing,Dress,1656.94,2021,24.14,14.19,Medium,55,Cash,Shipped
Asia,Japan,Clothing,Dress,1776.05,2021,21.72,28.48,Medium,69,Credit Card,Shipped
Asia,Japan,Clothing,Dress,1608.39,2021,8.88,20.66,Low,39,Credit Card,Delivered
Asia,Japan,Clothing,Jeans,1600.5,2021,15.06,44.07,High,25,PayPal,Delivered
Asia,Japan,Clothing,Dress,1500.59,2021,26.87,17.67,High,69,Credit Card,Pending
Asia,Japan,Clothing,Shirt,11210.1,2021,29.36,30.85,Medium,61,Bank Transfer,Pending
Asia,Japan,Clothing,Jacket,4406.21,2021,19.39,10.63,Low,60,Credit Card,Pending
Asia,Japan,Clothing,Shirt,9283.36,2021,21.08,28.2,High,26,PayPal,Delivered
Asia,Japan,Clothing,Jeans,1171.98,2021,11.99,35.16,Low,58,PayPal,Pending
Asia,Japan,Clothing,Jacket,12596.07,2021,13.63,13.93,Medium,35,PayPal,Shipped
Asia,Japan,Clothing,Jacket,5020.85,2021,17.8,47.4,Medium,63,PayPal,Delivered
Asia,Japan,Clothing,Jacket,5001.87,2021,15.32,39.37,Low,29,Credit Card,Shipped
Asia,Japan,Clothing,Jeans,1540.92,2021,16.19,14.22,Low,41,Cash,Pending
Asia,Japan,Clothing,Jacket,3317.0,2021,13.92,27.78,Medium,46,Cash,Delivered
Asia,Japan,Clothing,Shirt,9766.48,2021,25.11,28.84,High,57,Credit Card,Pending
Asia,Japan,Clothing,Dress,1749.55,2021,8.0,32.29,Medium,35,PayPal,Pending
Asia,Japan,Clothing,Shirt,12745.36,2021,17.82,42.34,Medium,65,PayPal,Pending
Asia,Japan,Clothing,Dress,1549.71,2021,28.71,23.62,High,30,PayPal,Shipped
Asia,Japan,Clothing,Dress,1585.09,2021,26.23,48.23,High,29,Credit Card,Pending
Asia,Japan,Clothing,Jacket,3444.5,2022,8.05,11.45,Medium,63,PayPal,Shipped
Asia,Japan,Clothing,Jeans,1300.91,2022,12.77,44.52,High,69,Cash,Shipped
Asia,Japan,Clothing,Dress,1740.77,2022,28.81,16.7,Medium,49,PayPal,Pending
Asia,Japan,Clothing,Shirt,10313.24,2022,26.93,24.87,Low,28,PayPal,Delivered
Asia,Japan,Clothing,Jacket,3504.15,2022,17.74,24.11,Low,24,PayPal,Delivered
Asia,Japan,Clothing,Dress,1207.85,2022,10.5,49.07,Medium,49,Bank Transfer,Delivered
Asia,Japan,Clothing,Jacket,4800.41,2022,9.27,27.64,High,66,Bank Transfer,Shipped
Asia,Japan,Clothing,Jeans,1457.21,2022,11.98,18.45,High,66,PayPal,Delivered
Asia,Japan,Clothing,Shirt,8660.85,2022,26.02,25.99,High,57,Cash,Shipped
Asia,Japan,Clothing,Shirt,9783.71,2022,13.07,32.04,Medium,47,PayPal,Shipped
Asia,Japan,Clothing,Jeans,1279.94,2022,5.41,49.64,Low,28,Credit Card,Shipped
Asia,Japan,Clothing,Shirt,9562.34,2022,27.5,21.8,Low,69,Credit Card,Delivered
Asia,Japan,Clothing,Jeans,1393.27,2022,5.79,18.82,Medium,53,Bank Transfer,Shipped
Asia,Japan,Clothing,Jacket,12135.49,2022,13.63,20.11,Medium,63,PayPal,Pending
Asia,Japan,Clothing,Jacket,3838.63,2022,13.43,30.45,Medium,63,PayPal,Shipped
Asia,Japan,Clothing,Jacket,15535.03,2022,29.66,33.78,Low,63,PayPal,Delivered
Asia,Japan,Clothing,Jeans,1157.5,2022,21.98,20.15,High,64,Cash,Shipped
Asia,Japan,Clothing,Jacket,4250.19,2022,13.98,17.19,Low,53,Credit Card,Shipped
Asia,Japan,Clothing,Jacket,4562.8,2022,13.95,41.69,Medium,54,PayPal,Pending
Asia,Japan,Clothing,Jeans,1012.5,2022,10.26,44.6,Medium,29,Cash,Pending
Asia,Japan,Clothing,Jeans,1187.28,2022,10.39,14.24,Medium,52,Bank Transfer,Delivered
Asia,Japan,Clothing,Jeans,1371.54,2022,22.57,47.53,High,48,Cash,Delivered
Asia,Japan,Clothing,Jeans,1214.83,2022,18.65,34.64,Medium,62,PayPal,Pending
Asia,Japan,Clothing,Jeans,890.11,2022,9.24,29.51,Medium,68,Credit Card,Delivered
Asia,Japan,Clothing,Jeans,1252.21,2022,8.52,10.2,Low,42,Cash,Shipped
Asia,Japan,Clothing,Jeans,1160.94,2022,26.29,16.3,High,27,Bank Transfer,Pending
Asia,Japan,Clothing,Shirt,11916.54,2022,20.07,26.38,High,51,Cash,Shipped
Asia,Japan,Clothing,Jacket,12043.77,2022,20.85,45.16,Low,47,Credit Card,Shipped
Asia,Japan,Clothing,Shirt,10106.65,2022,17.11,22.64,High,32,PayPal,Pending
Asia,Japan,Clothing,Jeans,1062.55,2022,13.28,16.04,Low,54,Cash,Pending
Asia,Japan,Clothing,Jacket,15589.8,2023,20.95,15.41,High,43,Bank Transfer,Shipped
Asia,Japan,Clothing,Jacket,3232.41,2023,15.77,46.18,High,65,Cash,Pending
Asia,Japan,Clothing,Jacket,11435.25,2023,9.91,12.04,Low,54,Cash,Delivered
Asia,Japan,Clothing,Jacket,3917.97,2023,8.4,48.41,Medium,23,Credit Card,Pending
Asia,Japan,Clothing,Jeans,1294.92,2023,29.98,43.0,Medium,41,Bank Transfer,Pending
Asia,Japan,Clothing,Dress,1244.32,2023,11.73,38.34,High,44,Credit Card,Delivered
Asia,Japan,Clothing,Jacket,4847.69,2023,14.99,31.4,Medium,32,Bank Transfer,Pending
Asia,Japan,Clothing,Dress,1275.31,2023,11.57,24.32,High,26,Credit Card,Shipped
Asia,Japan,Clothing,Dress,1734.13,2023,15.96,19.68,Medium,66,Cash,Pending
Asia,Japan,Clothing,Jacket,14787.4,2023,13.51,13.85,Medium,25,Bank Transfer,Shipped
Asia,Japan,Clothing,Dress,1168.43,2023,25.09,42.71,High,57,Cash,Delivered
Asia,Japan,Clothing,Jacket,15568.48,2023,17.98,32.72,Low,33,PayPal,Shipped
Asia,Japan,Clothing,Dress,1341.15,2023,23.9,25.6,High,54,PayPal,Pending
Asia,Japan,Clothing,Shirt,8814.9,2023,17.03,47.61,Medium,36,Cash,Pending
Asia,Japan,Clothing,Shirt,9098.14,2023,18.15,18.8,High,35,Credit Card,Delivered
Asia,Japan,Clothing,Jacket,4589.45,2023,25.94,16.48,Low,46,PayPal,Shipped
Asia,Japan,Clothing,Jeans,1182.13,2023,19.02,24.79,Low,27,Bank Transfer,Delivered
Asia,Japan,Clothing,Shirt,9948.17,2023,17.48,10.02,Medium,23,Bank Transfer,Shipped
Asia,Japan,Clothing,Dress,1321.63,2023,25.76,22.16,Medium,36,Credit Card,Pending
Asia,Japan,Clothing,Shirt,13040.37,2023,8.54,46.02,Medium,20,Cash,Delivered
Asia,Japan,Clothing,Shirt,12072.68,2023,14.84,44.83,Low,70,Bank Transfer,Delivered
Asia,Japan,Clothing,Jeans,1172.89,2023,14.72,34.37,Medium,30,PayPal,Pending
Asia,Japan,Clothing,Dress,1589.61,2023,14.48,39.89,Medium,66,PayPal,Delivered
Asia,Japan,Clothing,Jeans,1394.46,2023,28.38,26.14,Low,45,Bank Transfer,Pending
Asia,Japan,Clothing,Jeans,1200.6,2023,20.15,25.35,High,69,Cash,Shipped
Asia,Japan,Clothing,Jeans,1519.81,2023,25.84,16.02,Low,52,PayPal,Delivered
Asia,Japan,Clothing,Jeans,1098.12,2023,14.17,11.68,Medium,50,PayPal,Shipped
Asia,Japan,Clothing,Jacket,16773.88,2023,21.53,24.35,Medium,45,Bank Transfer,Shipped
Asia,Japan,Clothing,Jacket,14695.21,2023,15.73,10.83,Low,59,Credit Card,Shipped
Asia,Japan,Clothing,Jeans,977.13,2023,5.4,38.23,Low,50,Cash,Delivered
Asia,Japan,Clothing,Dress,1788.56,2024,19.52,34.76,Low,41,Bank Transfer,Pending
Asia,Japan,Clothing,Jeans,1245.44,2024,26.31,16.77,Low,47,Cash,Pending
Asia,Japan,Clothing,Jacket,4879.1,2024,16.04,38.26,Medium,64,Cash,Shipped
Asia,Japan,Clothing,Jeans,1007.32,2024,13.81,32.75,Medium,53,Cash,Shipped
Asia,Japan,Clothing,Dress,1363.23,2024,19.94,22.49,Low,64,Cash,Delivered
Asia,Japan,Clothing,Dress,1597.16,2024,28.27,21.38,High,36,Credit Card,Delivered
Asia,Japan,Clothing,Jacket,16794.34,2024,17.92,39.45,High,62,Credit Card,Delivered
Asia,Japan,Clothing,Jacket,13608.43,2024,13.08,48.91,Medium,53,Bank Transfer,Shipped
Asia,Japan,Clothing,Dress,1428.24,2024,7.5,13.92,Low,49,PayPal,Delivered
Asia,Japan,Clothing,Jeans,1330.22,2024,14.08,14.37,High,63,PayPal,Shipped
Asia,Japan,Clothing,Jeans,1152.8,2024,25.08,11.99,Medium,47,Cash,Shipped
Asia,Japan,Clothing,Jacket,16550.58,2024,8.37,45.07,Low,50,PayPal,Shipped
Asia,Japan,Clothing,Jacket,14839.2,2024,12.17,17.53,Low,24,Bank Transfer,Pending
Asia,Japan,Clothing,Jeans,1612.48,2024,29.88,13.48,Low,18,Cash,Delivered
Asia,Japan,Clothing,Dress,1145.17,2024,16.8,32.84,High,53,Cash,Delivered
Asia,Japan,Clothing,Jeans,1160.09,2024,20.0,34.88,Low,23,PayPal,Delivered
Asia,Japan,Clothing,Dress,1776.69,2024,21.82,49.17,High,70,Bank Transfer,Pending
Asia,Japan,Clothing,Jeans,996.31,2024,20.98,43.88,Medium,25,Bank Transfer,Delivered
Asia,Japan,Clothing,Jeans,1420.93,2024,15.01,35.31,Low,35,Bank Transfer,Pending
Asia,Japan,Clothing,Shirt,13288.06,2024,27.51,10.38,Medium,23,PayPal,Pending
Asia,Japan,Clothing,Jeans,1068.21,2024,5.7,24.04,Medium,62,Credit Card,Shipped
Asia,Japan,Clothing,Shirt,10400.46,2024,25.01,34.65,Medium,65,Credit Card,Delivered
Asia,Japan,Clothing,Dress,1231.48,2024,13.74,34.83,Medium,34,Cash,Delivered
Asia,Japan,Clothing,Shirt,8327.0,2024,27.9,29.68,Medium,44,PayPal,Pending
Asia,Japan,Clothing,Jeans,1266.64,2024,11.23,34.89,Low,45,PayPal,Shipped
Asia,Japan,Clothing,Jacket,10873.81,2024,15.33,38.93,Low,32,PayPal,Shipped
Asia,Japan,Clothing,Jacket,3497.55,2024,9.29,13.15,Medium,32,Cash,Pending
Asia,Japan,Clothing,Dress,1416.35,2024,11.9,16.71,Low,63,Cash,Delivered
Asia,Japan,Clothing,Jeans,1229.03,2024,5.31,36.15,Low,30,Credit Card,Shipped
Asia,Japan,Clothing,Dress,1279.4,2024,11.17,29.76,Medium,53,Credit Card,Pending
Asia,Japan,Clothing,Jacket,4528.01,2025,23.75,33.75,High,21,PayPal,Shipped
Asia,Japan,Clothing,Jacket,11800.65,2025,8.93,40.07,Medium,50,Credit Card,Delivered
Asia,Japan,Clothing,Dress,1772.77,2025,27.76,29.85,Medium,27,Bank Transfer,Delivered
Asia,Japan,Clothing,Shirt,8632.98,2025,12.56,38.47,Low,70,Cash,Shipped
Asia,Japan,Clothing,Shirt,8303.11,2025,11.47,33.31,High,34,Cash,Delivered
Asia,Japan,Clothing,Jacket,14275.02,2025,15.05,11.09,High,50,Cash,Shipped
Asia,Japan,Clothing,Jeans,1570.15,2025,19.11,11.16,High,69,Credit Card,Shipped
Asia,Japan,Clothing,Dress,1297.85,2025,8.86,16.7,Medium,19,PayPal,Pending
Asia,Japan,Clothing,Jeans,1363.25,2025,11.35,28.04,High,45,Cash,Pending
Asia,Japan,Clothing,Dress,1179.87,2025,14.94,26.99,High,24,Cash,Shipped
Asia,Japan,Clothing,Dress,1188.94,2025,8.89,17.35,Low,70,PayPal,Shipped
Asia,Japan,Clothing,Jeans,1487.36,2025,23.13,14.4,High,45,Credit Card,Shipped
Asia,Japan,Clothing,Shirt,9837.82,2025,20.52,30.57,Medium,52,PayPal,Pending
Asia,Japan,Clothing,Dress,1614.17,2025,13.61,13.39,High,65,PayPal,Delivered
Asia,Japan,Clothing,Jacket,16178.51,2025,9.19,38.37,High,33,Credit Card,Shipped
Asia,Japan,Clothing,Dress,1150.01,2025,11.95,28.5,Low,33,PayPal,Shipped
Asia,Japan,Clothing,Jacket,4900.35,2025,23.38,30.27,High,57,Credit Card,Pending
Asia,Japan,Clothing,Jacket,3929.32,2025,10.74,40.87,Medium,26,Credit Card,Delivered
Asia,Japan,Clothing,Dress,1261.65,2025,29.5,32.43,Low,44,Cash,Delivered
Asia,Japan,Clothing,Jacket,11606.81,2025,6.98,24.05,Low,59,Credit Card,Shipped
Asia,Japan,Clothing,Dress,1385.9,2025,9.35,39.23,Medium,38,Cash,Pending
Asia,Japan,Clothing,Shirt,8986.27,2025,25.43,42.88,High,25,PayPal,Shipped
Asia,Japan,Clothing,Jacket,10402.83,2025,8.49,41.49,Medium,50,Bank Transfer,Delivered
Asia,Japan,Clothing,Jacket,3992.36,2025,10.88,30.51,Medium,31,Cash,Pending
Asia,Japan,Clothing,Shirt,11778.3,2025,25.66,41.99,Medium,18,Bank Transfer,Shipped
Asia,Japan,Clothing,Jacket,4549.26,2025,7.01,31.69,High,32,Cash,Pending
Asia,Japan,Clothing,Jeans,1257.77,2025,23.31,49.49,Medium,19,PayPal,Pending
Asia,Japan,Clothing,Jacket,14213.64,2025,10.5,23.68,High,70,Credit Card,Pending
Asia,Japan,Clothing,Jacket,12985.24,2025,9.53,19.36,High,44,Credit Card,Shipped
Asia,Japan,Clothing,Jeans,1092.57,2025,11.26,34.84,Medium,31,Cash,Delivered
Asia,Japan,Electronics,Laptop,22126.22,2020,11.98,12.59,Medium,50,PayPal,Pending
Asia,Japan,Electronics,Laptop,2806.54,2020,20.1,47.28,Medium,68,Cash,Shipped
Asia,Japan,Electronics,Laptop,2793.36,2020,8.85,22.71,High,55,Cash,Shipped
Asia,Japan,Electronics,Laptop,1218.76,2020,20.03,25.36,Low,57,Bank Transfer,Shipped
Asia,Japan,Electronics,Camera,11298.92,2020,22.84,44.06,High,48,Bank Transfer,Pending
Asia,Japan,Electronics,Laptop,12356.0,2020,28.37,13.43,High,46,Cash,Shipped
Asia,Japan,Electronics,Tablet,3628.73,2020,20.97,17.14,Medium,21,Credit Card,Pending
Asia,Japan,Electronics,Laptop,1582.81,2020,26.92,25.38,Low,68,Credit Card,Shipped
Asia,Japan,Electronics,Camera,15423.46,2020,28.72,12.23,Medium,34,Cash,Pending
Asia,Japan,Electronics,Camera,11772.61,2020,12.51,45.04,Medium,36,Credit Card,Pending
Asia,Japan,Electronics,Camera,13219.4,2020,20.96,20.87,High,39,Credit Card,Pending
Asia,Japan,Electronics,Laptop,830.25,2020,16.62,33.73,Low,31,PayPal,Shipped
Asia,Japan,Electronics,Laptop,2365.37,2020,14.45,12.75,High,34,Credit Card,Pending
Asia,Japan,Electronics,Laptop,17657.79,2020,15.54,28.52,Low,21,Credit Card,Delivered
Asia,Japan,Electronics,Laptop,15713.3,2020,19.62,11.09,High,59,Cash,Delivered
Asia,Japan,Electronics,Laptop,906.23,2020,23.73,26.41,Medium,43,Cash,Shipped
Asia,Japan,Electronics,Laptop,1234.05,2020,21.93,19.0,Low,59,Bank Transfer,Shipped
Asia,Japan,Electronics,Laptop,2295.48,2020,20.02,20.53,High,49,Cash,Delivered
Asia,Japan,Electronics,Laptop,2815.83,2020,5.39,49.58,High,20,Bank Transfer,Shipped
Asia,Japan,Electronics,Laptop,1222.12,2020,7.47,22.19,Low,34,Cash,Pending
Asia,Japan,Electronics,Laptop,19954.91,2020,17.7,35.21,Medium,70,Cash,Shipped
Asia,Japan,Electronics,Camera,12555.72,2020,8.96,36.04,Medium,58,PayPal,Pending
Asia,Japan,Electronics,Laptop,1711.4,2020,12.62,20.29,High,68,Credit Card,Delivered
Asia,Japan,Electronics,Camera,10369.49,2020,20.42,24.1,Medium,28,Credit Card,Pending
Asia,Japan,Electronics,Smartphone,4594.76,2020,22.09,41.11,Low,50,PayPal,Shipped
Asia,Japan,Electronics,Laptop,2075.36,2020,15.01,31.47,Low,46,Cash,Pending
Asia,Japan,Electronics,Tablet,4265.47,2020,7.93,27.82,Medium,57,Credit Card,Pending
Asia,Japan,Electronics,Smartphone,15213.06,2020,26.03,18.74,High,59,Cash,Pending
Asia,Japan,Electronics,Tablet,4091.3,2020,14.06,16.04,Low,69,PayPal,Pending
Asia,Japan,Electronics,Tablet,4369.25,2020,28.74,34.9,High,59,PayPal,Shipped
Asia,Japan,Electronics,Laptop,1157.35,2021,8.24,36.47,Low,22,Credit Card,Pending
Asia,Japan,Electronics,Smartphone,4381.58,2021,28.78,43.56,Low,24,Bank Transfer,Delivered
Asia,Japan,Electronics,Laptop,2376.81,2021,26.4,34.33,High,47,Cash,Delivered
Asia,Japan,Electronics,Camera,12759.22,2021,21.61,47.08,Medium,63,PayPal,Pending
Asia,Japan,Electronics,Camera,15286.99,2021,20.99,27.33,Low,60,Cash,Delivered
Asia,Japan,Electronics,Laptop,18198.98,2021,24.32,45.52,Low,21,Credit Card,Shipped
Asia,Japan,Electronics,Laptop,1169.81,2021,15.36,13.49,Low,43,Bank Transfer,Pending
Asia,Japan,Electronics,Tablet,7524.65,2021,23.64,22.5,Low,31,Bank Transfer,Pending
Asia,Japan,Electronics,Laptop,1268.25,2021,24.42,49.13,High,34,Bank Transfer,Delivered
Asia,Japan,Electronics,Laptop,809.71,2021,22.31,34.29,Medium,18,Credit Card,Shipped
Asia,Japan,Electronics,Tablet,3428.69,2021,25.92,26.63,Medium,26,Bank Transfer,Pending
Asia,Japan,Electronics,Laptop,19715.94,2021,7.42,36.78,High,61,Bank Transfer,Delivered
Asia,Japan,Electronics,Smartphone,17110.57,2021,20.43,24.39,Medium,56,PayPal,Delivered
Asia,Japan,Electronics,Smartphone,4443.06,2021,28.73,20.17,High,27,Bank Transfer,Pending
Asia,Japan,Electronics,Laptop,13511.08,2021,26.02,48.0,Medium,58,PayPal,Shipped
Asia,Japan,Electronics,Tablet,6858.61,2021,19.06,29.11,High,67,PayPal,Shipped
Asia,Japan,Electronics,Smartphone,20098.83,2021,21.53,33.42,Low,20,Cash,Shipped
Asia,Japan,Electronics,Tablet,2996.55,2021,19.83,26.44,High,37,Bank Transfer,Pending
Asia,Japan,Electronics,Camera,10299.56,2021,21.42,30.21,Low,67,PayPal,Shipped
Asia,Japan,Electronics,Laptop,15502.82,2021,25.42,11.07,Medium,31,Bank Transfer,Shipped
Asia,Japan,Electronics,Tablet,2978.29,2021,17.74,33.57,High,37,Bank Transfer,Shipped
Asia,Japan,Electronics,Laptop,1258.6,2021,9.31,25.31,Low,58,Bank Transfer,Shipped
Asia,Japan,Electronics,Tablet,4462.6,2021,16.63,42.89,High,24,Bank Transfer,Shipped
Asia,Japan,Electronics,Tablet,7121.99,2021,17.56,19.96,Low,18,PayPal,Delivered
Asia,Japan,Electronics,Laptop,1151.69,2021,21.59,11.72,High,40,Credit Card,Shipped
Asia,Japan,Electronics,Laptop,1229.51,2021,11.95,32.34,Low,51,Cash,Pending
Asia,Japan,Electronics,Laptop,824.01,2021,5.58,20.57,High,43,Cash,Delivered
Asia,Japan,Electronics,Laptop,1097.84,2021,11.12,36.22,Medium,24,Bank Transfer,Shipped
Asia,Japan,Electronics,Tablet,5223.56,2021,13.18,14.9,High,67,PayPal,Shipped
Asia,Japan,Electronics,Camera,15449.11,2021,29.11,13.08,Low,41,Bank Transfer,Pending
Asia,Japan,Electronics,Laptop,1777.15,2022,26.03,42.51,High,63,Cash,Delivered
Asia,Japan,Electronics,Laptop,20455.74,2022,25.94,34.57,High,28,Credit Card,Shipped
Asia,Japan,Electronics,Camera,14307.61,2022,29.76,42.97,High,70,Credit Card,Delivered
Asia,Japan,Electronics,Tablet,6612.5,2022,25.39,20.86,Medium,25,Bank Transfer,Shipped
Asia,Japan,Electronics,Tablet,6793.84,2022,20.85,48.75,High,30,Bank Transfer,Shipped
Asia,Japan,Electronics,Tablet,3665.69,2022,11.3,36.45,Medium,39,Cash,Shipped
Asia,Japan,Electronics,Laptop,1553.81,2022,15.33,48.87,Medium,39,Bank Transfer,Pending
Asia,Japan,Electronics,Camera,10104.74,2022,29.25,20.17,High,26,PayPal,Pending
Asia,Japan,Electronics,Smartphone,5577.79,2022,24.95,22.11,Low,39,Cash,Pending
Asia,Japan,Electronics,Smartphone,17257.37,2022,24.29,49.39,Medium,53,Cash,Shipped
Asia,Japan,Electronics,Smartphone,16291.75,2022,17.74,39.91,High,61,Credit Card,Shipped
Asia,Japan,Electronics,Laptop,17040.91,2022,20.68,28.96,Medium,21,Credit Card,Shipped
Asia,Japan,Electronics,Laptop,19522.11,2022,25.96,11.74,Medium,18,PayPal,Shipped
Asia,Japan,Electronics,Smartphone,6363.54,2022,21.21,27.92,Low,52,Bank Transfer,Pending
Asia,Japan,Electronics,Smartphone,13567.24,2022,22.98,26.22,High,61,PayPal,Pending
Asia,Japan,Electronics,Laptop,1568.1,2022,13.86,29.27,High,29,Bank Transfer,Shipped
